3045,0.31
3045,0.31
3045,0.31
3045,0.3
3031,0.29
3031,0.3
3031,0.3
3031,0.3
3031,0.3
3031,0.3
3031,0.3
3031,0.3
3031,0.3
3031,0.3
3031,0.3
2981,0.3
2981,0.31
2981,0.3
2981,0.3
2981,0.31
2981,0.3
2981,0.31
2981,0.3
2981,0.3
2981,0.3
2310,0.3
2310,0.31
2310,0.31
2310,0.3
2310,0.31
2310,0.3
2310,0.3
2310,0.3
2310,0.3
2310,0.31
2995,0.3
2927,0.3
2927,0.3
2927,0.31
2927,0.3
2927,0.3
2927,0.31
2927,0.31
2927,0.3
2927,0.3
2927,0.31
3048,0.31
3048,0.3
3048,0.3
3048,0.3
3048,0.3
3048,0.3
3048,0.3
3048,0.31
3048,0.3
3048,0.31
2850,0.31
2850,0.31
2850,0.31
2850,0.31
2850,0.31
2850,0.3
2850,0.31
2850,0.3
2850,0.3
2850,0.3
2850,0.31
2976,0.3
2976,0.31
2976,0.3
2976,0.3
2976,0.3
2976,0.31
2976,0.3
2976,0.3
2976,0.3
2976,0.31
2980,0.3
2980,0.3
2980,0.3
2980,0.3
2980,0.3
2980,0.3
2980,0.3
2980,0.3
2980,0.31
2980,0.3
2979,0.3
2979,0.3
2979,0.3
2979,0.3
2979,0.3
2979,0.3
2979,0.31
2979,0.3
2979,0.3
2979,0.3
2979,0.3
2956,0.3
2956,0.3
2956,0.3
2956,0.3
2956,0.3
2956,0.3
2956,0.31
2956,0.3
2956,0.31
2956,0.3
2916,0.3
2916,0.3
2916,0.3
2916,0.3
2916,0.3
2916,0.3
2916,0.3
2916,0.3
2916,0.3
2916,0.3
2970,0.3
2970,0.31
2970,0.3
2970,0.3
2970,0.31
2970,0.3
2970,0.31
2970,0.31
2970,0.3
2970,0.31
2970,0.3
2991,0.3
2991,0.31
2991,0.31
2991,0.3
2991,0.3
2991,0.3
2991,0.32
2991,0.3
2991,0.3
2991,0.3
2310,0.3
2310,0.31
2310,0.3
2310,0.3
2950,0.29
2950,0.3
2950,0.3
2950,0.3
2950,0.31
2950,0.3
2950,0.3
2950,0.3
2950,0.3
2950,0.3
2950,0.3
3014,0.3
3014,0.3
3014,0.3
3014,0.31
3014,0.31
3014,0.3
3014,0.3
3014,0.3
3014,0.3
3014,0.3
2856,0.3
2856,0.3
2856,0.3
2856,0.31
2856,0.3
2856,0.31
2856,0.3
